Year,Month,Day,Country,State,City,Latitude,Longitude,Specificity,Success,Attack,Target,Terrorist,Weapon,Killed,Wound,Property,Property Value,Ransom,Ransom Demand
2015,2,12,India,Assam,Sivasagar,26.983602,94.636591,1,1,Bombing/Explosion,Transportation,United Liberation Front of Assam (ULFA),Explosives,0,0,1,-99,,
2015,2,12,India,Assam,Chirang district,26.538662,90.693912,3,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2015,2,12,India,Tamil Nadu,Kangayam,11.004712,77.563163,1,0,Bombing/Explosion,Violent Political Party,Unknown,Explosives,0,0,0,,,
2015,2,13,India,Odisha,Pattammundai,20.585562,86.566056,1,1,Hostage Taking (Kidnapping),Private Citizens & Property,Maoists,Firearms,1,0,0,,0,
2015,2,12,India,Kerala,Agali,11.101431,76.647229,1,1,Armed Assault,Private Citizens & Property,Maoists,Firearms,1,0,0,,,
2015,2,13,India,Assam,Sepon,27.108841,94.849721,1,1,Bombing/Explosion,Private Citizens & Property,United Liberation Front of Assam (ULFA),Explosives,2,3,1,-99,,
2015,2,14,India,Jharkhand,Bundu,23.160131,85.587105,1,1,Armed Assault,Private Citizens & Property,Maoists,Firearms,1,0,0,,,
2015,2,14,India,Uttar Pradesh,Lucknow,26.846694,80.946166,1,0,Bombing/Explosion,Government (General),Unknown,Explosives,0,0,0,,,
2015,2,14,India,Nagaland,Kohima,25.658596,94.105331,1,1,Hostage Taking (Kidnapping),Private Citizens & Property,National Socialist Council of Nagaland-Khaplang (NSCN-K),Unknown,0,0,0,,0,
2015,2,16,India,Chhattisgarh,Timilwada,18.257257,81.298996,1,1,Bombing/Explosion,Police,Maoists,Explosives,1,1,0,,,
2015,2,16,India,Assam,Balipara,26.819489,92.771586,1,0,Bombing/Explosion,Transportation,Unknown,Explosives,0,0,0,,,
2015,2,16,India,Maharashtra,Kolhapur district,16.691479,74.24433,3,1,Assassination,Private Citizens & Property,Sanatan Sanstha,Firearms,1,1,0,,,
2015,2,17,India,Chhattisgarh,Bhairamgarh,19.007832,81.05793,1,1,Armed Assault,Police,Maoists,Firearms,1,0,0,,,
2015,2,18,India,Manipur,Imphal,24.798346,93.94043,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,5,-9,,,
2015,2,18,India,Nagaland,Dimapur,25.906034,93.733909,1,1,Armed Assault,Government (General),Unknown,Explosives,0,0,1,-99,,
2015,2,18,India,Assam,Bhalukdubi,26.128726,90.615679,2,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2015,2,19,India,Chhattisgarh,Dudhiras,18.646597,81.543134,2,1,Armed Assault,Police,Maoists,Firearms,1,0,0,,,
2015,2,20,India,Chhattisgarh,Konta,17.812075,81.383041,1,1,Armed Assault,Private Citizens & Property,Maoists,Firearms,1,0,0,,,
2015,2,19,India,Chhattisgarh,Dantewada district,18.9,81.35,3,1,Facility/Infrastructure Attack,Transportation,Maoists,Sabotage Equipment,0,2,1,-99,,
2015,2,20,India,Chhattisgarh,Emargunda,18.753932,81.03055,2,1,Bombing/Explosion,Police,Maoists,Explosives,0,2,0,,,
2015,2,21,India,Nagaland,Kohima,25.67012,94.107633,1,0,Assassination,Government (General),Unknown,Explosives,0,0,1,-99,,
2015,2,21,India,Assam,Rankhom Gaon,26.745828,94.545239,1,1,Facility/Infrastructure Attack,Business,National Socialist Council of Nagaland-Khaplang (NSCN-K),Incendiary,0,0,1,-99,,
2015,2,23,India,Manipur,Imphal,24.798346,93.94043,1,0,Bombing/Explosion,Military,Unknown,Explosives,0,0,0,,,
2015,2,24,India,Bihar,Imamganj,24.453749,84.584344,1,1,Bombing/Explosion,Military,Communist Party of India - Maoist (CPI-Maoist),Explosives,2,10,1,-99,,
2015,2,24,India,Manipur,Imphal,24.851848,93.983781,1,0,Bombing/Explosion,Military,Unknown,Explosives,0,0,0,,,
2015,2,24,India,Maharashtra,Nashik,19.997934,73.789937,1,0,Bombing/Explosion,Business,Unknown,Explosives,0,0,0,,,
2015,2,25,India,Kerala,Chakkarakkal,11.890899,75.468764,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,2,1,-99,,
2015,2,25,India,Kerala,Chittariparamba,11.846297,75.629537,1,1,Armed Assault,Private Citizens & Property,Rashtriya Swayamsevak Sangh,Explosives,1,0,0,,,
2015,2,26,India,Manipur,Chawangkining,25.15192,93.969963,2,1,Hostage Taking (Kidnapping),Business,Kuki Tribal Militants,Firearms,,,0,,1,15668.47
2015,2,27,India,Assam,Barigaon,26.620059,91.581424,2,0,Bombing/Explosion,Transportation,United Liberation Front of Assam (ULFA),Explosives,0,0,0,,,
2015,2,28,India,Manipur,Mukbi,24.996283,93.508211,2,1,Armed Assault,Private Citizens & Property,National Socialist Council of Nagaland-Khaplang (NSCN-K),Firearms,0,1,0,,,
2015,3,1,India,Manipur,Lokchao,24.82,93.95,4,0,Bombing/Explosion,Military,Unknown,Explosives,0,0,0,,,
2015,3,2,India,Meghalaya,Shillong,25.578531,91.893254,1,1,Bombing/Explosion,Business,A'chik Matgrik Elite Force (AMEF),Explosives,0,2,1,-99,,
2015,3,5,India,Mizoram,Khawlian,23.994737,93.126554,1,0,Armed Assault,Police,Hmar People's Convention-Democracy (HPC-D),Firearms,0,0,0,,,
2015,3,5,India,Bihar,Neema,25.409215,85.07367,1,1,Hostage Taking (Kidnapping),Business,Communist Party of India - Maoist (CPI-Maoist),Unknown,,,0,,1,25133.49
2015,3,7,India,Assam,Sivasagar district,26.98,94.63,3,0,Armed Assault,Police,Unknown,Firearms,0,0,0,,,
2015,3,7,India,Uttar Pradesh,Allahabad,25.435841,81.846244,1,1,Bombing/Explosion,Government (General),Unknown,Explosives,1,0,-9,,,
2015,3,7,India,Chhattisgarh,Golapalli,17.930096,81.076845,2,1,Assassination,Government (General),Maoists,Melee,2,0,0,,0,
2015,3,8,India,Manipur,Imphal,24.798346,93.94043,1,1,Bombing/Explosion,Educational Institution,Unknown,Explosives,0,0,-9,,,
2015,3,8,India,Manipur,Imphal,24.798346,93.94043,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,0,0,,,
2015,3,8,India,Assam,Chirang district,26.538662,90.693912,3,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2015,3,9,India,Meghalaya,Tikrikilla,25.949522,90.212967,1,0,Armed Assault,Educational Institution,Garo National Liberation Army,Firearms,0,0,0,,,
2015,3,10,India,Meghalaya,Rongara,25.594539,90.25027,1,1,Bombing/Explosion,Police,Garo National Liberation Army,Explosives,4,2,1,-99,,
2015,3,10,India,Manipur,Haochong,24.883205,93.684127,1,1,Bombing/Explosion,Military,Zeliangrong United Front,Explosives,0,3,0,,,
2015,3,11,India,Manipur,Imphal,24.798346,93.94043,1,1,Bombing/Explosion,Business,United Revolutionary Front,Explosives,3,15,1,-99,,
2015,3,12,India,Meghalaya,Rongjeng,25.651754,90.803218,1,1,Bombing/Explosion,Business,Unknown,Explosives,0,0,-9,,,
2015,3,12,India,Assam,Lamsakhang,25.79661,93.046705,1,1,Hostage Taking (Kidnapping),Educational Institution,Unknown,Unknown,,,0,,0,
2015,3,12,India,Tamil Nadu,Chennai,13.02248,80.203187,1,1,Bombing/Explosion,Journalists & Media,Hindu Illaignar Sena,Explosives,0,0,0,,,
2015,3,13,India,Odisha,Gochhapada,20.480251,83.987676,2,0,Bombing/Explosion,Unknown,Maoists,Explosives,0,0,0,,,
2015,3,13,India,Jharkhand,Giridih district,24.18,86.3,3,1,Hostage Taking (Kidnapping),Business,Maoists,Explosives,1,9,1,-99,0,
2015,3,13,India,Chhattisgarh,Kondagaon district,19.6,81.67,3,0,Bombing/Explosion,Unknown,Maoists,Explosives,0,0,0,,,
2015,3,14,India,Jharkhand,Lohardaga,23.429836,84.679643,1,0,Bombing/Explosion,Private Citizens & Property,Maoists,Explosives,0,0,0,,,
2015,3,15,India,Odisha,Tikhali,20.37637,82.664764,1,1,Facility/Infrastructure Attack,Business,Maoists,Incendiary,0,0,1,-99,,
2015,3,17,India,West Bengal,Bolipukur,25.371531,88.556531,2,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2015,3,19,India,Jharkhand,West Singhbhum district,22.365086,85.437557,3,0,Bombing/Explosion,Military,Unknown,Explosives,0,0,0,,,
2015,3,20,India,Jammu and Kashmir,Kathua,32.377503,75.521757,1,1,Hijacking,Police,Lashkar-e-Taiba (LeT),Explosives,7,10,0,,0,
2015,3,20,India,Uttar Pradesh,Balrampur district,27.429706,82.176802,3,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2015,3,21,India,Jharkhand,Sahedpat,23.429508,84.679643,2,1,Hostage Taking (Kidnapping),Private Citizens & Property,Maoists,Firearms,3,0,0,,0,
2015,3,21,India,Jammu and Kashmir,Samba district,32.561111,75.124722,3,1,Armed Assault,Military,Jaish-e-Mohammad (JeM),Explosives,5,4,0,,,
2015,3,21,India,Manipur,Khulen,24.987934,93.495292,2,1,Bombing/Explosion,Military,National Socialist Council of Nagaland-Khaplang (NSCN-K),Explosives,0,4,0,,,
2015,3,22,India,Assam,Chariduar,26.866761,92.780471,1,1,Unknown,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),Unknown,0,1,0,,,
2015,3,22,India,Madhya Pradesh,Bhopal,23.259933,77.412749,1,0,Assassination,Journalists & Media,Unknown,Unknown,0,1,0,,,
2015,3,22,India,West Bengal,Jamuria,23.708554,87.084012,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,0,1,-99,,
2015,3,22,India,Jammu and Kashmir,Bijbehara,33.789497,75.103386,1,1,Armed Assault,Private Citizens & Property,Hizbul Mujahideen (HM),Firearms,1,0,0,,,
2015,3,24,India,Chhattisgarh,Pujari Para,18.328457,80.818651,1,1,Unknown,Private Citizens & Property,Maoists,Unknown,1,0,0,,,
2015,3,24,India,Chhattisgarh,Dantewada district,18.899915,81.350022,3,1,Unknown,Police,Maoists,Unknown,1,0,0,,,
2015,3,24,India,Chhattisgarh,Burkapal,18.284592,81.214325,1,1,Facility/Infrastructure Attack,Police,Maoists,Unknown,0,0,1,-99,,
2015,3,25,India,Chhattisgarh,Mordunda,18.79771,80.812864,2,1,Bombing/Explosion,Police,Maoists,Explosives,0,1,0,,,
2015,3,25,India,Meghalaya,Ramdenggonggre,25.567937,90.224466,2,0,Unknown,Private Citizens & Property,Achik National Volunteer Council-B (ANVC-B),Unknown,0,0,0,,,
2015,3,25,India,Jharkhand,Sonua,22.576584,85.464468,1,1,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms,2,3,0,,0,
2015,3,25,India,Nagaland,Dimapur,25.903798,93.740234,1,1,Bombing/Explosion,Business,Unknown,Explosives,0,0,0,,,
2015,3,26,India,Jharkhand,Machadiha,22.444977,86.676759,1,1,Armed Assault,Business,Communist Party of India - Maoist (CPI-Maoist),Firearms,0,3,0,,,
2015,3,26,India,Nagaland,Kohima,25.669858,94.107789,1,1,Armed Assault,Military,National Socialist Council of Nagaland-Khaplang (NSCN-K),Firearms,0,4,0,,,
2015,3,26,India,Nagaland,Wokha,26.090935,94.258951,1,1,Bombing/Explosion,Business,National Socialist Council of Nagaland-Khaplang (NSCN-K),Explosives,0,2,0,,,
2015,3,27,India,Chhattisgarh,Fundri,18.797987,80.814331,2,1,Bombing/Explosion,Police,Maoists,Explosives,0,1,0,,,
2015,3,27,India,Chhattisgarh,Fundri,18.797987,80.814331,2,1,Bombing/Explosion,Police,Maoists,Explosives,0,1,0,,,
2015,3,27,India,Jammu and Kashmir,Sopore,34.288891,74.463715,1,0,Armed Assault,Police,Unknown,Firearms,0,0,0,,,
2015,3,27,India,Assam,Aulachowka,26.410254,91.974697,1,1,Armed Assault,Business,United Liberation Front of Assam (ULFA),Firearms,1,0,0,,,
2015,3,28,India,Mizoram,Zokhawthar,23.365247,93.385508,1,0,Assassination,Government (General),Hmar People's Convention-Democracy (HPC-D),Firearms,3,6,0,,,
2015,3,29,India,Chhattisgarh,Sulangi,20.011318,81.047434,1,1,Bombing/Explosion,Military,Maoists,Explosives,0,1,0,,,
2015,3,31,India,Chhattisgarh,Elmagunda,18.171811,81.143483,2,1,Armed Assault,Military,Maoists,Firearms,1,1,0,,,
2015,3,31,India,Manipur,Kamjong,24.857044,94.513374,1,1,Bombing/Explosion,Military,People's Liberation Army (India),Explosives,3,1,0,,,
2015,3,31,India,Meghalaya,Kherapara,25.345055,90.215696,1,1,Bombing/Explosion,Military,Garo National Liberation Army,Explosives,0,3,0,,,
2015,3,31,India,Manipur,Imphal,24.798346,93.94043,1,1,Bombing/Explosion,Government (General),Unknown,Explosives,0,0,1,-99,,
2015,4,1,India,Chhattisgarh,Chargaon,20.186773,81.081073,2,1,Hostage Taking (Kidnapping),Business,Maoists,Firearms,0,0,0,,0,
2015,4,1,India,Bihar,Chalidhor,24.750336,84.370386,2,1,Hostage Taking (Kidnapping),Private Citizens & Property,Maoists,Unknown,1,0,0,,0,
2015,4,1,India,Manipur,Kambiron,24.749962,93.385499,1,1,Armed Assault,Business,Unknown,Firearms,0,1,1,1560.31,,
2015,4,2,India,Arunachal Pradesh,Khosa,26.998949,95.501386,1,1,Armed Assault,Military,National Socialist Council of Nagaland-Khaplang (NSCN-K),Firearms,3,4,-9,,,
2015,4,2,India,Jammu and Kashmir,Hardushoora-Sultanpora,34.199914,74.350496,2,1,Armed Assault,Military,Unknown,Firearms,2,1,0,,,
2015,4,2,India,Chhattisgarh,Gangloor,18.790757,80.819502,2,0,Bombing/Explosion,Police,Maoists,Explosives,0,0,0,,,
2015,4,2,India,Chhattisgarh,Khadaigodra,20.27,81.49,2,1,Bombing/Explosion,Police,Maoists,Explosives,0,2,0,,,
2015,4,2,India,Telangana,Suryapet,17.140239,79.627321,1,1,Armed Assault,Police,Unknown,Firearms,0,1,1,-99,,
2015,4,3,India,West Bengal,Howrah,22.632176,88.35556,1,1,Bombing/Explosion,Religious Figures/Institutions,Unknown,Explosives,0,0,1,-99,,
2015,4,3,India,Jharkhand,Tori,23.68581,84.735718,1,1,Armed Assault,Police,Jharkhand Sangharsh Jan Mukti Morcha,Firearms,0,,1,-99,,
2015,4,4,India,Chhattisgarh,Kondagaon district,19.601621,81.669508,3,0,Bombing/Explosion,Military,Maoists,Explosives,0,0,0,,,
2015,4,4,India,Maharashtra,Badlapur,19.166785,73.23679,1,1,Assassination,Violent Political Party,Unknown,Melee,1,0,0,,,
2015,4,4,India,Manipur,Senapati,25.272631,94.02649,1,1,Unknown,Private Citizens & Property,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Unknown,0,4,1,-99,,
2015,4,6,India,Jammu and Kashmir,Pattan,34.161541,74.553093,1,1,Armed Assault,Police,Separatists,Firearms,0,1,0,,,
2015,4,6,India,Jammu and Kashmir,Amshipora,33.680595,74.841461,1,1,Armed Assault,Police,Separatists,Firearms,3,0,0,,,
2015,4,6,India,Jammu and Kashmir,Tral,33.931011,75.114212,1,1,Armed Assault,Private Citizens & Property,Separatists,Firearms,0,1,0,,,
2015,4,6,India,Chhattisgarh,Bijapur district,18.790598,80.816123,3,1,Bombing/Explosion,Police,Unknown,Explosives,0,3,0,,,
2015,4,9,India,Bihar,Birnawan,25.316256,85.494589,1,1,Bombing/Explosion,Police,Maoists,Explosives,0,0,0,,,
2015,4,10,India,Chhattisgarh,Medha,21.119301,80.779631,1,1,Facility/Infrastructure Attack,Police,Maoists,Incendiary,0,1,1,-99,,
2015,4,10,India,Assam,Nagapunjee,24.680954,92.563591,2,1,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,Firearms,,,0,,0,
2015,4,11,India,Chhattisgarh,Sukma district,18.391134,81.659273,3,1,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms,42,25,0,,,
2015,4,11,India,Assam,Borjhar,26.744352,92.096506,2,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,1,3,0,,,
2015,4,12,India,Chhattisgarh,Kanker district,20.271481,81.490233,3,1,Facility/Infrastructure Attack,Business,Maoists,Firearms,0,0,1,-99,,
2015,4,12,India,Manipur,Churachandpur,24.348455,93.701433,1,1,Bombing/Explosion,Military,Unknown,Explosives,0,4,0,,,
2015,4,12,India,Punjab,Gurdaspur,32.033863,75.399438,1,0,Assassination,Violent Political Party,Separatists,Firearms,0,1,0,,,
2015,4,13,India,Chhattisgarh,Cholnar,19.209141,81.991659,1,1,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives,5,7,-9,,,
2015,4,13,India,Chhattisgarh,Kanker district,20.270755,81.490967,3,1,Bombing/Explosion,Military,Communist Party of India - Maoist (CPI-Maoist),Explosives,4,7,0,,,
2015,4,13,India,Odisha,Kartanpalli,18.679474,82.129017,1,1,Hostage Taking (Kidnapping),Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms,0,0,0,,0,
2015,4,13,India,Odisha,Bara,18.242918,81.92232,2,1,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms,0,0,0,,0,
2015,4,13,India,Jammu and Kashmir,Samba district,32.559078,75.098517,3,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2015,4,13,India,Jharkhand,Gomia,23.808091,85.823025,1,0,Bombing/Explosion,Police,Maoists,Explosives,0,0,0,,,
2015,4,14,India,Bihar,Sitpania,25.094399,85.283653,2,0,Bombing/Explosion,Unknown,Maoists,Explosives,0,0,0,,,
2015,4,14,India,Bihar,Chormara,25.096074,85.313119,2,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2015,4,7,India,Chhattisgarh,Bijapur district,18.791402,80.81664,3,1,Hostage Taking (Kidnapping),Police,Communist Party of India - Maoist (CPI-Maoist),Firearms,1,0,0,,0,
2015,4,15,India,Nagaland,Kohima,25.653914,94.114281,1,1,Bombing/Explosion,Unknown,National Socialist Council of Nagaland-Khaplang (NSCN-K),Explosives,0,0,0,,,
2015,4,15,India,Assam,Khukundi,26.519733,91.401722,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,0,0,,,
2015,4,26,India,Andhra Pradesh,Allivagu,13.201381,79.093396,2,1,Unknown,Private Citizens & Property,Maoists,Unknown,1,0,0,,,
2015,4,8,India,Maharashtra,Damrancha,19.236662,80.360288,1,1,Assassination,Government (General),Maoists,Unknown,1,0,0,,,
2015,4,15,India,Chhattisgarh,Bijapur district,18.852067,80.699672,3,1,Hostage Taking (Kidnapping),Police,Communist Party of India - Maoist (CPI-Maoist),Unknown,1,0,0,,0,
2015,4,15,India,Chhattisgarh,Bijapur district,18.872964,80.715734,3,1,Hostage Taking (Kidnapping),Police,Communist Party of India - Maoist (CPI-Maoist),Unknown,1,0,0,,0,
2015,4,16,India,Nagaland,Kohima,25.653914,94.114281,1,1,Bombing/Explosion,Private Citizens & Property,National Socialist Council of Nagaland-Khaplang (NSCN-K),Explosives,0,3,0,,,
2015,4,17,India,Bihar,Chhatauni,26.649113,84.93626,1,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2015,4,18,India,Meghalaya,Baghmara,25.193491,90.634631,1,1,Hostage Taking (Kidnapping),Business,Garo National Liberation Army,Firearms,0,0,0,,0,
2015,4,20,India,Tamil Nadu,Chennai,13.037169,80.267449,1,1,Unarmed Assault,Religious Figures/Institutions,Dravidar Viduthalai Kazhagam (DVK),Melee,0,1,0,,,
2015,4,20,India,Tamil Nadu,Chennai,13.039386,80.222871,1,1,Unarmed Assault,Religious Figures/Institutions,Dravidar Viduthalai Kazhagam (DVK),Melee,0,1,1,-99,,
2015,4,20,India,Tamil Nadu,Chennai,13.082654,80.270659,1,1,Unarmed Assault,Religious Figures/Institutions,Dravidar Viduthalai Kazhagam (DVK),Melee,0,1,1,-99,,
2015,4,21,India,Andhra Pradesh,Kamanathgou,17.69368,81.995576,2,1,Hostage Taking (Kidnapping),Private Citizens & Property,Maoists,Melee,2,0,0,,0,
2015,4,21,India,Chhattisgarh,Koleng,18.769297,82.036808,1,1,Assassination,Government (General),Maoists,Firearms,1,0,0,,0,
2015,4,21,India,Meghalaya,Jadigittim,25.194184,90.633597,1,1,Bombing/Explosion,Police,Garo National Liberation Army,Explosives,0,5,0,,,
2015,4,22,India,Manipur,Imphal,24.798346,93.94043,1,1,Bombing/Explosion,Educational Institution,Unknown,Explosives,0,8,0,,,
2015,4,22,India,Jharkhand,Gumla  district,23.045276,84.538083,3,1,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown,,,0,,0,
2015,4,23,India,Jharkhand,Padua,22.459028,85.541059,2,0,Bombing/Explosion,Unknown,Maoists,Explosives,0,0,0,,,
2015,4,25,India,Maharashtra,Kotami,19.594804,80.228918,2,0,Bombing/Explosion,Police,Maoists,Explosives,0,0,0,,,
2015,4,25,India,Nagaland,Kohima,25.671424,94.106818,1,1,Armed Assault,Military,National Socialist Council of Nagaland-Khaplang (NSCN-K),Explosives,1,0,0,,,
2015,4,25,India,West Bengal,Madhyamgram,22.692502,88.465448,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,1,4,1,-99,,
2015,4,25,India,Kerala,Vellamunda,11.733918,75.937321,1,0,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms,0,0,1,448.04,,
2015,4,27,India,Manipur,Maipou Khullen,24.920486,93.93225,1,1,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,Unknown,2,,0,,0,
2015,4,28,India,Tamil Nadu,Periyakumati,11.392712,79.695735,2,0,Bombing/Explosion,Religious Figures/Institutions,Unknown,Explosives,0,0,0,,,
2015,4,29,India,Chhattisgarh,Sukma,18.391012,81.656929,1,1,Facility/Infrastructure Attack,Transportation,Maoists,Incendiary,0,0,1,-99,,
2015,4,29,India,Jharkhand,Churchu,23.907766,85.513586,1,1,Facility/Infrastructure Attack,Business,Maoists,Firearms,0,0,1,-99,,
2015,5,1,India,Maharashtra,Aheri,19.411248,80.004579,1,1,Unknown,Private Citizens & Property,Maoists,Unknown,2,0,0,,,
2015,5,1,India,Andhra Pradesh,Unknown,15.9129,79.739988,4,1,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms,2,0,0,,0,
2015,5,1,India,Jammu and Kashmir,Sopore,34.288891,74.463715,1,1,Armed Assault,Business,Unknown,Firearms,0,,0,,,
2015,5,1,India,Jammu and Kashmir,Sopore,34.288891,74.463715,1,1,Armed Assault,Business,Unknown,Firearms,0,,0,,,
2015,5,1,India,Jammu and Kashmir,Sopore,34.288891,74.463715,1,1,Armed Assault,Business,Unknown,Firearms,0,,0,,,
2015,5,2,India,Uttar Pradesh,Lucknow,26.846694,80.946166,1,1,Bombing/Explosion,Police,Unknown,Explosives,0,0,0,,,
2015,5,3,India,Nagaland,Changlangshu,26.420131,95.019992,1,1,Bombing/Explosion,Military,United National Liberation Front of WESEA (UNLFW),Explosives,9,6,1,-99,,
2015,5,3,India,Manipur,Patpuimount,24.34641,93.700086,2,1,Armed Assault,Private Citizens & Property,Hmar People's Convention-Democracy (HPC-D),Firearms,2,0,0,,,
2015,5,3,India,Assam,Baksa district,26.660531,91.358867,3,1,Armed Assault,Educational Institution,Unknown,Firearms,0,1,0,,,
2015,5,3,India,Jharkhand,Julmi,23.973156,85.655157,1,1,Facility/Infrastructure Attack,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Incendiary,0,0,1,-99,,
2015,5,3,India,Jharkhand,Julmi,23.973156,85.655157,1,1,Facility/Infrastructure Attack,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Incendiary,0,0,1,-99,,
2015,5,3,India,Jharkhand,Badam,23.837964,85.28712,1,1,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives,0,0,1,-99,,
2015,5,4,India,Meghalaya,Dambul Aga,25.5,90.333333,2,1,Hostage Taking (Kidnapping),Government (General),Achik Songna An'pachakgipa Kotok (ASAK),Firearms,0,0,0,,1,24396.03
2015,5,3,India,Manipur,Tuzang Vichong,25.15192,93.969963,2,1,Hostage Taking (Kidnapping),Violent Political Party,Kuki Revolutionary Army (KRA),Firearms,0,0,0,,0,
2015,5,4,India,Jammu and Kashmir,Astan Mohalla,34.14778,74.527652,1,1,Armed Assault,Government (General),Unknown,Firearms,1,0,0,,,
2015,5,4,India,Odisha,Pahireju,20.428889,83.89,2,0,Armed Assault,Police,Maoists,Firearms,0,0,0,,,
2015,5,5,India,Odisha,Malkangiri district,18.343586,81.882528,3,1,Bombing/Explosion,Unknown,Maoists,Explosives,0,0,0,,,
2015,5,6,India,Manipur,Kangchup Geljang,24.869637,93.806072,1,1,Hostage Taking (Kidnapping),Violent Political Party,Kuki Revolutionary Army (KRA),Firearms,,,0,,0,
2015,5,6,India,Manipur,Tamenglong district,24.988392,93.49534,3,1,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,Firearms,1,0,1,-99,0,
2015,5,8,India,Meghalaya,Dalu,25.20839,90.230948,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,0,1,-99,,
2015,5,8,India,Chhattisgarh,Marenga,19.143321,81.576094,1,1,Hostage Taking (Kidnapping),Business,Maoists,Firearms,1,0,0,,0,
2015,5,8,India,Chhattisgarh,Tikanpal,18.626553,81.338256,1,1,Hostage Taking (Kidnapping),Business,Maoists,Firearms,0,0,0,,0,
2015,5,8,India,Chhattisgarh,Tahakwada,19.175051,81.246376,2,1,Hostage Taking (Kidnapping),Business,Maoists,Firearms,0,0,0,,0,
2015,5,9,India,Jammu and Kashmir,Shopian,33.721287,74.831062,1,1,Bombing/Explosion,Police,Hizbul Mujahideen (HM),Explosives,0,16,-9,,,
2015,5,9,India,Meghalaya,Anjonga,25.846315,90.629295,2,1,Armed Assault,Police,Garo National Liberation Army,Firearms,0,1,0,,,
2015,5,9,India,Meghalaya,Garobadha,25.585869,90.023321,1,1,Hostage Taking (Kidnapping),Educational Institution,Achik Songna An'pachakgipa Kotok (ASAK),Firearms,0,0,0,,-9,
2015,5,9,India,Chhattisgarh,Banapar,21.278657,81.866144,4,1,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,0,1,-99,,
2015,5,8,India,Chhattisgarh,Jagdalpur,19.087316,82.026903,1,1,Facility/Infrastructure Attack,Transportation,Maoists,Sabotage Equipment,0,0,1,-99,,
2015,5,9,India,Nagaland,Chenmoho,26.579266,95.098728,1,0,Armed Assault,Military,Unknown,Firearms,0,0,0,,,
2015,5,10,India,Meghalaya,Jengjal,25.650939,90.334556,1,1,Armed Assault,Government (General),Unknown,Firearms,0,1,0,,,
2015,5,8,India,Chhattisgarh,Junpani,18.39186,81.657827,2,1,Hostage Taking (Kidnapping),Business,Maoists,Firearms,0,0,0,,0,
2015,5,10,India,Manipur,Mapao Khullen,24.954357,93.923465,1,1,Hostage Taking (Kidnapping),Private Citizens & Property,Kuki Revolutionary Army (KRA),Melee,2,1,0,,0,
2015,5,10,India,Manipur,Aibol,23.956762,94.042305,2,1,Hostage Taking (Kidnapping),Government (General),National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Firearms,0,0,1,1508.58,0,
2015,5,11,India,Jammu and Kashmir,Sangam,33.827506,75.072066,1,1,Armed Assault,Police,Hizbul Mujahideen (HM),Firearms,2,0,0,,,
2015,5,12,India,Uttar Pradesh,Allahabad,25.435801,81.846311,1,1,Bombing/Explosion,Transportation,Unknown,Explosives,0,0,-9,,,
2015,5,13,India,Chhattisgarh,Kondagaon district,19.595851,81.663776,3,0,Bombing/Explosion,Unknown,Maoists,Explosives,0,0,0,,,
